theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size,wavelength
60.0,90.0,0.06345,3.0192,-0.19158,-0.1916,3.019,1.013e-06,1.026e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
65.0,90.0,0.07414,2.1822,-0.16178,-0.1618,2.182,8.217e-07,1.573e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
70.0,90.0,0.04614,1.5946,-0.073573,-0.07357,1.595,6.91e-07,1.86e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
75.0,90.0,0.04386,1.208,0.052979,0.05298,1.208,6.148e-07,1.352e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
80.0,90.0,0.2027,0.97202,0.19703,0.197,0.972,4.762e-07,2.081e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
85.0,90.0,0.40312,0.83926,0.33832,0.3383,0.8393,3.899e-07,2.295e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
90.0,90.0,0.59677,0.76845,0.45859,0.4586,0.7684,2.788e-07,2.487e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
95.0,90.0,0.74761,0.72632,0.543,0.543,0.7263,1.596e-07,2.435e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
100.0,90.0,0.84472,0.6886,0.58168,0.5817,0.6886,7.467e-08,2.278e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
105.0,90.0,0.8916,0.64035,0.57094,0.5709,0.6404,2.064e-08,1.989e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
110.0,90.0,0.89287,0.57561,0.51394,0.5139,0.5756,-3.882e-08,1.734e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
115.0,90.0,0.8469,0.49622,0.42025,0.4202,0.4962,-8.091e-08,1.384e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
120.0,90.0,0.74231,0.40986,0.30425,0.3042,0.4099,-1.251e-07,9.962e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
125.0,90.0,0.55767,0.32742,0.18259,0.1826,0.3274,-1.309e-07,4.318e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
130.0,90.0,0.27365,0.26002,0.071155,0.07115,0.26,-1.684e-07,2.299e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
135.0,90.0,0.08168,0.21655,-0.017687,-0.01769,0.2165,-2.206e-07,-5.696e-09,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
140.0,90.0,0.38081,0.2018,-0.076849,-0.07685,0.2018,-2.22e-07,-5.04e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
145.0,90.0,0.48634,0.21589,-0.105,-0.105,0.2159,-2.362e-07,-7.953e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
150.0,90.0,0.41553,0.25457,-0.10578,-0.1058,0.2546,-2.767e-07,-1.204e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
155.0,90.0,0.27797,0.31037,-0.086273,-0.08627,0.3104,-2.667e-07,-1.303e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
160.0,90.0,0.14731,0.37401,-0.055097,-0.0551,0.374,-2.795e-07,-1.625e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
165.0,90.0,0.04778,0.43583,-0.020825,-0.02083,0.4358,-2.94e-07,-1.787e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
170.0,90.0,0.01885,0.48707,0.0091791,0.009179,0.4871,-3.045e-07,-1.854e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
175.0,90.0,0.05648,0.52078,0.029416,0.02942,0.5208,-3.017e-07,-2.013e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
180.0,90.0,0.06861,0.53252,0.036536,0.03654,0.5325,-2.998e-07,-1.914e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
185.0,90.0,0.05649,0.52078,0.029416,0.02942,0.5208,-2.927e-07,-1.904e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
190.0,90.0,0.01885,0.48707,0.009179,0.009179,0.4871,-2.92e-07,-1.788e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
195.0,90.0,0.04778,0.43583,-0.020825,-0.02083,0.4358,-2.716e-07,-1.613e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
200.0,90.0,0.14731,0.37401,-0.055097,-0.0551,0.374,-2.588e-07,-1.377e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
205.0,90.0,0.27797,0.31037,-0.086273,-0.08627,0.3104,-2.536e-07,-1.306e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
210.0,90.0,0.41553,0.25457,-0.10578,-0.1058,0.2546,-2.438e-07,-8.802e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
215.0,90.0,0.48634,0.21589,-0.10499,-0.105,0.2159,-2.167e-07,-7.601e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
220.0,90.0,0.38081,0.2018,-0.076848,-0.07685,0.2018,-2.099e-07,-6.022e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
225.0,90.0,0.08168,0.21655,-0.017687,-0.01769,0.2165,-1.95e-07,-3.48e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
230.0,90.0,0.27365,0.26002,0.071155,0.07115,0.26,-1.573e-07,-1.888e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
235.0,90.0,0.55767,0.32742,0.18259,0.1826,0.3274,-1.412e-07,-7.341e-09,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
240.0,90.0,0.74231,0.40986,0.30425,0.3042,0.4099,-1.293e-07,-1.906e-09,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
245.0,90.0,0.8469,0.49622,0.42025,0.4202,0.4962,-8.805e-08,3.362e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
250.0,90.0,0.89287,0.57561,0.51394,0.5139,0.5756,-2.567e-08,7.014e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
255.0,90.0,0.8916,0.64035,0.57094,0.5709,0.6404,2.7e-08,9.883e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
260.0,90.0,0.84472,0.6886,0.58168,0.5817,0.6886,7.348e-08,1.186e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
265.0,90.0,0.74761,0.72632,0.543,0.543,0.7263,1.335e-07,1.593e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
270.0,90.0,0.59677,0.76845,0.45859,0.4586,0.7684,2.301e-07,1.462e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
275.0,90.0,0.40312,0.83926,0.33832,0.3383,0.8393,2.836e-07,1.782e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
280.0,90.0,0.2027,0.97203,0.19703,0.197,0.972,4.2e-07,1.566e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
285.0,90.0,0.04385,1.208,0.052977,0.05298,1.208,5.064e-07,1.776e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
290.0,90.0,0.04614,1.5946,-0.073573,-0.07357,1.595,6.807e-07,1.797e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
295.0,90.0,0.07414,2.1822,-0.16178,-0.1618,2.182,7.895e-07,1.003e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
300.0,90.0,0.06345,3.0192,-0.19158,-0.1916,3.019,9.111e-07,3.885e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
305.0,90.0,0.03506,4.1461,-0.14535,-0.1453,4.146,1.056e-06,2.085e-08,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
310.0,90.0,0.00175,5.587,-0.0097663,-0.009766,5.587,1.195e-06,-1.074e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
315.0,90.0,0.03022,7.3417,0.2219,0.2219,7.342,1.367e-06,-3.326e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
320.0,90.0,0.0584,9.3795,0.54776,0.5478,9.379,1.539e-06,-4.691e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
325.0,90.0,0.08214,11.635,0.9557,0.9557,11.63,1.689e-06,-6.157e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
330.0,90.0,0.1016,14.008,1.4231,1.423,14.01,1.787e-06,-6.844e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
335.0,90.0,0.11716,16.372,1.9181,1.918,16.37,1.91e-06,-7.523e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
340.0,90.0,0.12926,18.583,2.4019,2.402,18.58,2.062e-06,-9.151e-07,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
345.0,90.0,0.13828,20.494,2.8337,2.834,20.49,2.083e-06,-1.081e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
350.0,90.0,0.14451,21.969,3.1747,3.175,21.97,2.181e-06,-1.121e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
355.0,90.0,0.14817,22.901,3.3932,3.393,22.9,2.182e-06,-1.217e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
360.0,90.0,0.14937,23.22,3.4685,3.468,23.22,2.221e-06,-1.214e-06,3.248,0.038335,-1.0138,RCTGLPRSM,0.3,0.4482
0.0,0.0,0.0,0.15233,1.0431e-07,1.043e-07,0.1523,-1.62e-10,1.697e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
5.0,0.0,0.00333,0.15159,-0.00050468,-0.0005047,0.1516,-8.368e-10,1.318e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
10.0,0.0,0.01337,0.14938,-0.0019978,-0.001998,0.1494,-4.212e-10,6.828e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
15.0,0.0,0.03028,0.14579,-0.0044145,-0.004415,0.1458,-2.835e-10,1.865e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
20.0,0.0,0.05428,0.14093,-0.0076502,-0.00765,0.1409,-1.798e-10,-2.666e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
25.0,0.0,0.08571,0.13497,-0.011568,-0.01157,0.135,-6.552e-10,-3.886e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
30.0,0.0,0.12492,0.1281,-0.016003,-0.016,0.1281,-2.759e-10,1.875e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
35.0,0.0,0.17233,0.12054,-0.020772,-0.02077,0.1205,6.16e-10,-2.8e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
40.0,0.0,0.22828,0.11251,-0.025685,-0.02568,0.1125,-6.703e-10,-2.148e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
45.0,0.0,0.29297,0.10427,-0.030547,-0.03055,0.1043,-4.489e-10,-1.32e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
50.0,0.0,0.36635,0.096017,-0.035176,-0.03518,0.09602,2.334e-09,2.678e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
55.0,0.0,0.44785,0.087984,-0.039404,-0.0394,0.08798,-2.989e-09,-1.172e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
60.0,0.0,0.53618,0.080356,-0.043085,-0.04308,0.08036,-7.377e-10,3.938e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
65.0,0.0,0.62902,0.073293,-0.046103,-0.0461,0.07329,3.199e-10,-4.882e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
70.0,0.0,0.72274,0.066927,-0.048371,-0.04837,0.06693,-2.749e-09,-9.308e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
75.0,0.0,0.81227,0.061352,-0.049835,-0.04983,0.06135,2.116e-10,-8.254e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
80.0,0.0,0.89129,0.056629,-0.050472,-0.05047,0.05663,-2.884e-10,1.197e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
85.0,0.0,0.95281,0.052783,-0.050293,-0.05029,0.05278,7.575e-10,5.911e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
90.0,0.0,0.99035,0.049812,-0.049331,-0.04933,0.04981,1.259e-09,-4.202e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
95.0,0.0,0.99927,0.047682,-0.047647,-0.04765,0.04768,-9.197e-10,9.705e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
100.0,0.0,0.97801,0.04634,-0.045321,-0.04532,0.04634,-1.225e-09,-1.416e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
105.0,0.0,0.92854,0.045712,-0.042445,-0.04245,0.04571,-1.366e-09,-2.893e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
110.0,0.0,0.85592,0.045712,-0.039126,-0.03913,0.04571,2.217e-09,-1.902e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
115.0,0.0,0.76703,0.046245,-0.035471,-0.03547,0.04624,-9.542e-10,8.104e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
120.0,0.0,0.66921,0.04721,-0.031593,-0.03159,0.04721,-6.573e-11,-9.705e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
125.0,0.0,0.56903,0.048507,-0.027602,-0.0276,0.04851,5.386e-10,1.203e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
130.0,0.0,0.47168,0.050037,-0.023602,-0.0236,0.05004,-6.44e-10,6.33e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
135.0,0.0,0.38081,0.051709,-0.019691,-0.01969,0.05171,1.102e-09,8.418e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
140.0,0.0,0.29867,0.053435,-0.01596,-0.01596,0.05343,-1.501e-09,-1.747e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
145.0,0.0,0.22646,0.055137,-0.012487,-0.01249,0.05514,-1.419e-10,6.086e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
150.0,0.0,0.16462,0.056748,-0.0093421,-0.009342,0.05675,-2.106e-10,-8.903e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
155.0,0.0,0.11313,0.058207,-0.006585,-0.006585,0.05821,-4.655e-10,-1.029e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
160.0,0.0,0.07172,0.059467,-0.0042649,-0.004265,0.05947,-9.055e-11,1.143e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
165.0,0.0,0.04002,0.060487,-0.0024209,-0.002421,0.06049,-1.866e-10,3.367e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
170.0,0.0,0.01768,0.061237,-0.0010827,-0.001083,0.06124,1.985e-10,7.388e-12,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
175.0,0.0,0.0044,0.061695,-0.00027174,-0.0002717,0.0617,4.532e-10,-7.757e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
180.0,0.0,0.0,0.06185,-4.0978e-08,-4.098e-08,0.06185,-8.035e-11,-6.168e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
185.0,0.0,0.00441,0.061696,-0.00027178,-0.0002718,0.0617,1.635e-10,4.186e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
190.0,0.0,0.01768,0.061237,-0.0010829,-0.001083,0.06124,4.268e-10,-4.646e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
195.0,0.0,0.04002,0.060487,-0.0024209,-0.002421,0.06049,-4.047e-10,-8.315e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
200.0,0.0,0.07172,0.059467,-0.0042649,-0.004265,0.05947,1.2e-09,-9.005e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
205.0,0.0,0.11313,0.058207,-0.0065851,-0.006585,0.05821,7.72e-10,1.854e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
210.0,0.0,0.16462,0.056748,-0.0093421,-0.009342,0.05675,-2.429e-10,3.977e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
215.0,0.0,0.22646,0.055137,-0.012487,-0.01249,0.05514,-2.552e-10,-4.177e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
220.0,0.0,0.29868,0.053435,-0.01596,-0.01596,0.05343,2.444e-09,1.14e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
225.0,0.0,0.38081,0.051709,-0.019691,-0.01969,0.05171,1.412e-09,-1.552e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
230.0,0.0,0.47168,0.050037,-0.023602,-0.0236,0.05004,-1.092e-09,3.454e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
235.0,0.0,0.56903,0.048507,-0.027602,-0.0276,0.04851,-4.972e-10,5.884e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
240.0,0.0,0.66921,0.04721,-0.031593,-0.03159,0.04721,5.001e-10,-1.332e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
245.0,0.0,0.76703,0.046244,-0.035471,-0.03547,0.04624,-4.755e-10,2.841e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
250.0,0.0,0.85592,0.045712,-0.039126,-0.03913,0.04571,-3.018e-10,-6.368e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
255.0,0.0,0.92854,0.045712,-0.042445,-0.04245,0.04571,-1.494e-09,-6.439e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
260.0,0.0,0.97801,0.04634,-0.045321,-0.04532,0.04634,1.775e-09,6.902e-12,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
265.0,0.0,0.99927,0.047682,-0.047647,-0.04765,0.04768,-1.546e-09,-1.669e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
270.0,0.0,0.99035,0.049812,-0.049331,-0.04933,0.04981,1.762e-09,1.415e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
275.0,0.0,0.95281,0.052783,-0.050292,-0.05029,0.05278,2.122e-09,-4.978e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
280.0,0.0,0.89129,0.056629,-0.050472,-0.05047,0.05663,-8.059e-10,3.202e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
285.0,0.0,0.81227,0.061352,-0.049835,-0.04983,0.06135,1.043e-10,-5.828e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
290.0,0.0,0.72274,0.066927,-0.048371,-0.04837,0.06693,-5.312e-10,1.192e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
295.0,0.0,0.62902,0.073293,-0.046103,-0.0461,0.07329,-1.828e-10,4.881e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
300.0,0.0,0.53618,0.080355,-0.043085,-0.04308,0.08036,-7.223e-10,5.32e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
305.0,0.0,0.44785,0.087984,-0.039404,-0.0394,0.08798,-2.061e-10,3.899e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
310.0,0.0,0.36635,0.096017,-0.035176,-0.03518,0.09602,-1.93e-10,1.062e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
315.0,0.0,0.29297,0.10427,-0.030547,-0.03055,0.1043,-1.317e-09,1.587e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
320.0,0.0,0.22828,0.11251,-0.025685,-0.02568,0.1125,-2.214e-09,1.769e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
325.0,0.0,0.17233,0.12054,-0.020773,-0.02077,0.1205,2.14e-09,6.573e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
330.0,0.0,0.12492,0.1281,-0.016003,-0.016,0.1281,1.335e-09,4.074e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
335.0,0.0,0.08571,0.13497,-0.011568,-0.01157,0.135,3.352e-09,-2.653e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
340.0,0.0,0.05428,0.14093,-0.0076502,-0.00765,0.1409,-1.189e-09,-1.669e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
345.0,0.0,0.03028,0.14579,-0.0044142,-0.004414,0.1458,3.302e-10,-1.077e-09,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
350.0,0.0,0.01338,0.14938,-0.0019981,-0.001998,0.1494,-4.23e-10,4.724e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
355.0,0.0,0.00333,0.15159,-0.0005051,-0.0005051,0.1516,-4.323e-10,2.795e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
360.0,0.0,0.0,0.15233,1.0431e-07,1.043e-07,0.1523,-3.081e-11,2.659e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
0.0,90.0,0.0,0.15233,-1.0431e-07,-1.043e-07,0.1523,-1.364e-10,3.579e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
5.0,90.0,0.00333,0.15159,-0.00050511,-0.0005051,0.1516,1.788e-10,2.801e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
10.0,90.0,0.01337,0.14938,-0.0019975,-0.001997,0.1494,8.606e-12,1.545e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
15.0,90.0,0.03028,0.14579,-0.0044143,-0.004414,0.1458,1.856e-10,1.025e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
20.0,90.0,0.05428,0.14093,-0.0076503,-0.00765,0.1409,6.55e-11,2.511e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
25.0,90.0,0.08571,0.13497,-0.011568,-0.01157,0.135,-3.08e-11,4.437e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
30.0,90.0,0.12493,0.1281,-0.016003,-0.016,0.1281,1.536e-10,3.18e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
35.0,90.0,0.17233,0.12054,-0.020773,-0.02077,0.1205,-4.548e-10,1.267e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
40.0,90.0,0.22828,0.11251,-0.025685,-0.02568,0.1125,-1.203e-10,7.239e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
45.0,90.0,0.29298,0.10427,-0.030547,-0.03055,0.1043,9.927e-11,6.964e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
50.0,90.0,0.36635,0.096017,-0.035176,-0.03518,0.09602,1.914e-10,4.95e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
55.0,90.0,0.44785,0.087984,-0.039404,-0.0394,0.08798,-2.513e-11,-5.414e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
60.0,90.0,0.53618,0.080356,-0.043085,-0.04309,0.08036,7.091e-11,4.287e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
65.0,90.0,0.62902,0.073293,-0.046103,-0.0461,0.07329,-6.85e-11,3.048e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
70.0,90.0,0.72274,0.066927,-0.048371,-0.04837,0.06693,1.229e-11,7.49e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
75.0,90.0,0.81227,0.061352,-0.049835,-0.04983,0.06135,2.609e-10,3.128e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
80.0,90.0,0.89129,0.056629,-0.050472,-0.05047,0.05663,1.718e-10,4.062e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
85.0,90.0,0.95281,0.052783,-0.050292,-0.05029,0.05278,4.715e-10,3.954e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
90.0,90.0,0.99035,0.049811,-0.049331,-0.04933,0.04981,-9.118e-11,1.43e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
95.0,90.0,0.99927,0.047682,-0.047647,-0.04765,0.04768,6.185e-11,2.215e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
100.0,90.0,0.97801,0.04634,-0.045321,-0.04532,0.04634,8.607e-11,1.817e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
105.0,90.0,0.92854,0.045712,-0.042445,-0.04245,0.04571,2.753e-10,1.289e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
110.0,90.0,0.85592,0.045712,-0.039126,-0.03913,0.04571,4.764e-10,-1.324e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
115.0,90.0,0.76703,0.046245,-0.035471,-0.03547,0.04624,1.718e-10,-1.413e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
120.0,90.0,0.66921,0.04721,-0.031593,-0.03159,0.04721,4.691e-10,3.588e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
125.0,90.0,0.56903,0.048507,-0.027602,-0.0276,0.04851,1.054e-10,1.595e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
130.0,90.0,0.47168,0.050037,-0.023602,-0.0236,0.05004,3.518e-10,3.089e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
135.0,90.0,0.38081,0.051709,-0.019691,-0.01969,0.05171,2.333e-11,1.405e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
140.0,90.0,0.29867,0.053435,-0.01596,-0.01596,0.05343,2.282e-10,1.114e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
145.0,90.0,0.22646,0.055137,-0.012487,-0.01249,0.05514,2.187e-10,-6.796e-11,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
150.0,90.0,0.16462,0.056748,-0.009342,-0.009342,0.05675,1.655e-10,2.222e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
155.0,90.0,0.11313,0.058208,-0.0065852,-0.006585,0.05821,1.533e-10,-3.785e-10,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
160.0,90.0,0.07172,0.059467,-0.004265,-0.004265,0.05947,4.648e-12,-9.403e-12,0.31306,0.022426,-6.2585e-07,SPHERE,0.19,0.6706
