theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size_param,radius,wavelength
255.0,0.0,0.84762,0.0012368,-0.0010484,-0.001048,0.001237,1.307e-12,2.795e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
260.0,0.0,0.92822,0.0011511,-0.0010685,-0.001069,0.001151,6.017e-13,-1.184e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
265.0,0.0,0.98139,0.0011004,-0.0010799,-0.00108,0.0011,1.155e-13,-2.954e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
270.0,0.0,1.0,0.0010836,-0.0010836,-0.001084,0.001084,-3.139e-18,-2.885e-18,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
275.0,0.0,0.98139,0.0011004,-0.0010799,-0.00108,0.0011,-3.085e-13,5.266e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
280.0,0.0,0.92822,0.0011511,-0.0010685,-0.001069,0.001151,-5.101e-13,-6.115e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
285.0,0.0,0.84761,0.0012368,-0.0010484,-0.001048,0.001237,-8.391e-13,-5.574e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
290.0,0.0,0.74898,0.0013588,-0.0010177,-0.001018,0.001359,-1.417e-12,2.988e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
295.0,0.0,0.64175,0.0015184,-0.00097446,-0.0009745,0.001518,-1.645e-12,2.528e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
300.0,0.0,0.53376,0.0017169,-0.0009164,-0.0009164,0.001717,-1.224e-12,1.675e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
305.0,0.0,0.43063,0.0019541,-0.00084151,-0.0008415,0.001954,-1.82e-12,-4.109e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
310.0,0.0,0.33584,0.0022287,-0.00074849,-0.0007485,0.002229,1.391e-12,-1.504e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
315.0,0.0,0.25117,0.0025369,-0.0006372,-0.0006372,0.002537,2.685e-12,-5.032e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
320.0,0.0,0.17727,0.0028719,-0.0005091,-0.0005091,0.002872,-5.386e-12,-3.847e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
325.0,0.0,0.11403,0.003224,-0.00036765,-0.0003677,0.003224,-9.789e-13,3.871e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
330.0,0.0,0.061,0.0035803,-0.0002184,-0.0002184,0.00358,-6.877e-12,-3.54e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
335.0,0.0,0.01754,0.003925,-6.8832e-05,-6.883e-05,0.003925,-5.621e-12,-3.095e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
340.0,0.0,0.01701,0.0042407,7.2124e-05,7.212e-05,0.004241,-2.56e-12,3.999e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
345.0,0.0,0.04322,0.0045097,0.00019491,0.0001949,0.00451,-3.926e-12,1.337e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
350.0,0.0,0.06159,0.0047155,0.00029042,0.0002904,0.004715,-6.7e-12,-3.104e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
355.0,0.0,0.07247,0.0048448,0.00035109,0.0003511,0.004845,-6.036e-12,1.51e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
360.0,0.0,0.07607,0.0048889,0.00037189,0.0003719,0.004889,-9.259e-12,8.897e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
0.0,90.0,0.07607,0.0048889,-0.00037189,-0.0003719,0.004889,-2.497e-11,5.201e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
5.0,90.0,0.07979,0.0048643,-0.00038814,-0.0003881,0.004864,-2.558e-11,8.026e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
10.0,90.0,0.09102,0.0047916,-0.00043614,-0.0004361,0.004792,-2.239e-11,4.695e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
15.0,90.0,0.10988,0.004674,-0.00051358,-0.0005136,0.004674,-2.108e-11,2.92e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
20.0,90.0,0.13658,0.0045166,-0.00061689,-0.0006169,0.004517,-2.378e-11,8.208e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
25.0,90.0,0.17139,0.0043259,-0.00074141,-0.0007414,0.004326,-1.761e-11,1.672e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
30.0,90.0,0.21457,0.0041098,-0.00088183,-0.0008818,0.00411,-1.584e-11,7.658e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
35.0,90.0,0.26634,0.0038765,-0.0010325,-0.001032,0.003876,-1.289e-11,1.432e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
40.0,90.0,0.32679,0.0036343,-0.0011876,-0.001188,0.003634,-1.285e-11,5.1e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
45.0,90.0,0.39569,0.0033916,-0.001342,-0.001342,0.003392,-1.037e-11,8.546e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
50.0,90.0,0.47238,0.0031558,-0.0014907,-0.001491,0.003156,-7.432e-12,8.885e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
55.0,90.0,0.5555,0.0029336,-0.0016296,-0.00163,0.002934,-5.506e-12,-3.668e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
60.0,90.0,0.64277,0.0027309,-0.0017553,-0.001755,0.002731,-5.012e-12,1.019e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
65.0,90.0,0.73077,0.0025523,-0.0018652,-0.001865,0.002552,-4.577e-12,5.965e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
70.0,90.0,0.81489,0.0024017,-0.0019571,-0.001957,0.002402,-2.195e-12,4.901e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
75.0,90.0,0.88954,0.0022819,-0.0020298,-0.00203,0.002282,-1.377e-12,1.275e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
80.0,90.0,0.94868,0.002195,-0.0020823,-0.002082,0.002195,-1.413e-12,1.795e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
85.0,90.0,0.98681,0.0021423,-0.002114,-0.002114,0.002142,-7.308e-13,1.361e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
90.0,90.0,1.0,0.0021246,-0.0021246,-0.002125,0.002125,2.544e-19,1.311e-20,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
95.0,90.0,0.98681,0.0021423,-0.002114,-0.002114,0.002142,5.753e-13,-1.311e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
100.0,90.0,0.94868,0.002195,-0.0020823,-0.002082,0.002195,1.305e-12,1.379e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
105.0,90.0,0.88954,0.0022819,-0.0020298,-0.00203,0.002282,1.947e-12,-2.88e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
110.0,90.0,0.81489,0.0024017,-0.0019571,-0.001957,0.002402,2.572e-12,-1.529e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
115.0,90.0,0.73077,0.0025523,-0.0018652,-0.001865,0.002552,3.523e-12,-4.892e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
120.0,90.0,0.64277,0.0027309,-0.0017553,-0.001755,0.002731,5.696e-12,1.777e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
125.0,90.0,0.5555,0.0029336,-0.0016296,-0.00163,0.002934,6.014e-12,-4.905e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
130.0,90.0,0.47238,0.0031558,-0.0014907,-0.001491,0.003156,7.656e-12,-7.452e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
135.0,90.0,0.39569,0.0033916,-0.001342,-0.001342,0.003392,9.17e-12,-6.533e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
140.0,90.0,0.32679,0.0036343,-0.0011876,-0.001188,0.003634,1.289e-11,3.404e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
145.0,90.0,0.26634,0.0038765,-0.0010325,-0.001032,0.003876,1.408e-11,1.475e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
150.0,90.0,0.21457,0.0041098,-0.00088183,-0.0008818,0.00411,1.461e-11,-1.29e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
155.0,90.0,0.17139,0.0043259,-0.00074141,-0.0007414,0.004326,1.53e-11,-4.94e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
160.0,90.0,0.13658,0.0045166,-0.00061688,-0.0006169,0.004517,1.984e-11,1.877e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
165.0,90.0,0.10988,0.004674,-0.00051358,-0.0005136,0.004674,1.853e-11,-3.943e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
170.0,90.0,0.09102,0.0047916,-0.00043613,-0.0004361,0.004792,2.15e-11,-1.279e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
175.0,90.0,0.0798,0.0048643,-0.00038815,-0.0003881,0.004864,2.39e-11,-9.72e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
180.0,90.0,0.07607,0.0048889,-0.0003719,-0.0003719,0.004889,2.747e-11,-6.273e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
185.0,90.0,0.0798,0.0048643,-0.00038815,-0.0003881,0.004864,2.862e-11,-1.316e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
190.0,90.0,0.09102,0.0047916,-0.00043614,-0.0004361,0.004792,2.746e-11,-1.286e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
195.0,90.0,0.10988,0.004674,-0.00051358,-0.0005136,0.004674,2.878e-11,-8.319e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
200.0,90.0,0.13658,0.0045166,-0.00061688,-0.0006169,0.004517,2.62e-11,-1.482e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
205.0,90.0,0.17139,0.0043259,-0.00074141,-0.0007414,0.004326,2.393e-11,2.271e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
210.0,90.0,0.21457,0.0041098,-0.00088183,-0.0008818,0.00411,2.572e-11,1.102e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
215.0,90.0,0.26634,0.0038765,-0.0010325,-0.001032,0.003876,2.081e-11,-9.837e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
220.0,90.0,0.32679,0.0036343,-0.0011876,-0.001188,0.003634,2.134e-11,7.175e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
225.0,90.0,0.39569,0.0033916,-0.001342,-0.001342,0.003392,1.852e-11,1.559e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
230.0,90.0,0.47238,0.0031558,-0.0014907,-0.001491,0.003156,1.771e-11,-1.143e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
235.0,90.0,0.5555,0.0029336,-0.0016296,-0.00163,0.002934,1.351e-11,-6.96e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
240.0,90.0,0.64277,0.0027309,-0.0017553,-0.001755,0.002731,1.278e-11,-3.559e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
245.0,90.0,0.73077,0.0025523,-0.0018652,-0.001865,0.002552,1.019e-11,-1.078e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
250.0,90.0,0.81489,0.0024017,-0.0019571,-0.001957,0.002402,7.06e-12,4.227e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
255.0,90.0,0.88954,0.0022819,-0.0020298,-0.00203,0.002282,5.604e-12,2.519e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
260.0,90.0,0.94868,0.002195,-0.0020823,-0.002082,0.002195,3.872e-12,-1.497e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
265.0,90.0,0.98681,0.0021423,-0.002114,-0.002114,0.002142,1.957e-12,1.267e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
270.0,90.0,1.0,0.0021246,-0.0021246,-0.002125,0.002125,-1.19e-17,-1.757e-19,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
275.0,90.0,0.98681,0.0021423,-0.002114,-0.002114,0.002142,-1.985e-12,1.188e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
280.0,90.0,0.94868,0.002195,-0.0020823,-0.002082,0.002195,-3.978e-12,1.256e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
285.0,90.0,0.88954,0.0022819,-0.0020298,-0.00203,0.002282,-6.192e-12,1.969e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
290.0,90.0,0.81489,0.0024017,-0.0019571,-0.001957,0.002402,-7.854e-12,-5.98e-14,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
295.0,90.0,0.73077,0.0025523,-0.0018652,-0.001865,0.002552,-8.774e-12,2.419e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
300.0,90.0,0.64277,0.0027309,-0.0017553,-0.001755,0.002731,-1.131e-11,3.09e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
305.0,90.0,0.5555,0.0029336,-0.0016296,-0.00163,0.002934,-1.423e-11,-3.672e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
310.0,90.0,0.47238,0.0031558,-0.0014907,-0.001491,0.003156,-1.605e-11,1.019e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
315.0,90.0,0.39569,0.0033916,-0.001342,-0.001342,0.003392,-1.909e-11,-2.143e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
320.0,90.0,0.32679,0.0036343,-0.0011876,-0.001188,0.003634,-2.232e-11,5.498e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
325.0,90.0,0.26634,0.0038765,-0.0010325,-0.001032,0.003876,-2.302e-11,-7.487e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
330.0,90.0,0.21457,0.0041098,-0.00088183,-0.0008818,0.00411,-2.435e-11,1.761e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
335.0,90.0,0.17139,0.0043259,-0.00074141,-0.0007414,0.004326,-2.617e-11,-2.533e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
340.0,90.0,0.13658,0.0045166,-0.00061688,-0.0006169,0.004517,-2.531e-11,1.227e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
345.0,90.0,0.10988,0.004674,-0.00051358,-0.0005136,0.004674,-2.525e-11,7.335e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
350.0,90.0,0.09102,0.0047916,-0.00043614,-0.0004361,0.004792,-2.797e-11,1.126e-12,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
355.0,90.0,0.0798,0.0048643,-0.00038815,-0.0003881,0.004864,-2.728e-11,2.962e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
360.0,90.0,0.07607,0.0048889,-0.00037189,-0.0003719,0.004889,-2.523e-11,2.306e-13,0.043291,0.0066167,0.020537,RCTGLPRSM,0.4433,0.0457,0.6478
0.0,0.0,0.26995,13.268,-3.5816,-3.582,13.27,-8.836e-09,8.939e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
5.0,0.0,0.27197,13.192,-3.5878,-3.588,13.19,-5.84e-09,-1.222e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
10.0,0.0,0.27806,12.964,-3.6048,-3.605,12.96,8.858e-08,2.169e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
15.0,0.0,0.28825,12.588,-3.6286,-3.629,12.59,-5.567e-09,2.629e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
20.0,0.0,0.30259,12.07,-3.6522,-3.652,12.07,6.757e-08,2.644e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
25.0,0.0,0.32111,11.419,-3.6666,-3.667,11.42,-2.464e-07,5.167e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
30.0,0.0,0.34384,10.647,-3.661,-3.661,10.65,-2.77e-07,9.984e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
35.0,0.0,0.37076,9.774,-3.6238,-3.624,9.774,3.837e-07,2.958e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
40.0,0.0,0.40175,8.8215,-3.544,-3.544,8.821,3.963e-07,-2.506e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
45.0,0.0,0.43654,7.8164,-3.4122,-3.412,7.816,2.213e-07,1.979e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
50.0,0.0,0.47469,6.7883,-3.2224,-3.222,6.788,-1.462e-07,7.895e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
55.0,0.0,0.51546,5.768,-2.9732,-2.973,5.768,-4.291e-07,-2.308e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
60.0,0.0,0.55776,4.785,-2.6689,-2.669,4.785,-6.025e-07,6.249e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
65.0,0.0,0.60002,3.8657,-2.3195,-2.32,3.866,4.094e-07,3.572e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
70.0,0.0,0.64008,3.0318,-1.9406,-1.941,3.032,3.998e-07,2.069e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
75.0,0.0,0.67493,2.2984,-1.5512,-1.551,2.298,-3.09e-09,-8.735e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
80.0,0.0,0.70028,1.6743,-1.1725,-1.173,1.674,-1.705e-07,1.438e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
85.0,0.0,0.7095,1.1622,-0.82461,-0.8246,1.162,2.853e-07,3.371e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
90.0,0.0,0.69078,0.75935,-0.52455,-0.5245,0.7594,1.129e-07,-1.668e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
95.0,0.0,0.6192,0.45902,-0.28423,-0.2842,0.459,-1.328e-07,-5.417e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
100.0,0.0,0.43369,0.25192,-0.10925,-0.1093,0.2519,1.204e-07,-4.073e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
105.0,0.0,0.00916,0.12722,0.0011651,0.001165,0.1272,-7.214e-08,7.891e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
110.0,0.0,0.72707,0.073463,0.053413,0.05341,0.07346,2.201e-09,-2.861e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
115.0,0.0,0.73332,0.079004,0.057935,0.05794,0.079,-3.318e-08,2.496e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
120.0,0.0,0.2065,0.13235,0.02733,0.02733,0.1323,3.117e-08,-1.405e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
125.0,0.0,0.11489,0.22228,-0.025539,-0.02554,0.2223,2.902e-08,-1.03e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
130.0,0.0,0.26359,0.33805,-0.089107,-0.08911,0.338,-2.258e-08,6.237e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
135.0,0.0,0.32827,0.46951,-0.15413,-0.1541,0.4695,7.251e-09,-1.162e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
140.0,0.0,0.3525,0.60746,-0.21413,-0.2141,0.6075,-1.708e-08,-1.816e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
145.0,0.0,0.35672,0.74385,-0.26535,-0.2653,0.7439,-5.936e-08,-3.433e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
150.0,0.0,0.35126,0.87199,-0.30629,-0.3063,0.872,-9.618e-08,-1.851e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
155.0,0.0,0.34169,0.98667,-0.33714,-0.3371,0.9867,-6.483e-09,-4.791e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
160.0,0.0,0.33124,1.0841,-0.35909,-0.3591,1.084,3.403e-08,-5.932e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
165.0,0.0,0.32176,1.1617,-0.37379,-0.3738,1.162,-4.049e-08,-3.743e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
170.0,0.0,0.31438,1.2179,-0.38289,-0.3829,1.218,-1.601e-08,-3.001e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
175.0,0.0,0.30974,1.2519,-0.38777,-0.3878,1.252,-1.004e-08,-3.852e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
180.0,0.0,0.30816,1.2633,-0.38929,-0.3893,1.263,-1.98e-08,-3.144e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
185.0,0.0,0.30974,1.2519,-0.38776,-0.3878,1.252,-7.574e-09,4.922e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
190.0,0.0,0.31438,1.2179,-0.38289,-0.3829,1.218,-3.074e-08,6.687e-10,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
195.0,0.0,0.32176,1.1617,-0.37379,-0.3738,1.162,-2.036e-08,9.592e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
200.0,0.0,0.33123,1.0841,-0.35909,-0.3591,1.084,-9.727e-08,-4.707e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
205.0,0.0,0.34169,0.98667,-0.33714,-0.3371,0.9867,5.895e-08,6.811e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
210.0,0.0,0.35126,0.87199,-0.30629,-0.3063,0.872,-8.643e-08,9.377e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
215.0,0.0,0.35672,0.74385,-0.26535,-0.2653,0.7439,-7.602e-09,3.764e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
220.0,0.0,0.3525,0.60746,-0.21413,-0.2141,0.6075,-4.363e-08,-5.172e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
225.0,0.0,0.32827,0.46951,-0.15413,-0.1541,0.4695,-9.704e-08,7.644e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
230.0,0.0,0.26359,0.33805,-0.089106,-0.08911,0.338,-2.965e-08,-6.127e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
235.0,0.0,0.1149,0.22228,-0.025539,-0.02554,0.2223,-2.805e-08,-1.476e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
240.0,0.0,0.2065,0.13235,0.02733,0.02733,0.1323,2.867e-08,-2.388e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
245.0,0.0,0.73332,0.079004,0.057935,0.05794,0.079,-2.56e-08,1.597e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
250.0,0.0,0.72707,0.073463,0.053413,0.05341,0.07346,4.279e-09,-3.22e-09,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
255.0,0.0,0.00916,0.12722,0.0011648,0.001165,0.1272,3.45e-08,1.514e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
260.0,0.0,0.43369,0.25192,-0.10925,-0.1093,0.2519,-3.413e-07,1.463e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
265.0,0.0,0.6192,0.45902,-0.28423,-0.2842,0.459,-8.998e-08,1.642e-08,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
270.0,0.0,0.69078,0.75936,-0.52455,-0.5246,0.7594,-1.556e-07,2.588e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
275.0,0.0,0.7095,1.1622,-0.82461,-0.8246,1.162,6.423e-08,2.394e-07,2.5468,0.11346,-1.8838,RCTGLPRSM,1.8261,0.1164,0.4005
